AQI,TEMP,PM2.5,PM10,SO2,NO2,CO,O3,station,AQI_level,date
169.66357968858117,5.2625,96.0,130.45833333333334,42.875,88.41666666666667,2004.0,11.5,Wanshouxigong,Unhealthy,2013-03-03
73.87973697463158,9.9625,22.708333333333332,44.583333333333336,22.833333333333332,46.1875,606.25,53.75,Aotizhongxin,Moderate,2013-03-04
66.76402679466507,9.237499999999999,20.791666666666668,36.166666666666664,21.333333333333332,30.25,583.3333333333334,66.45833333333333,Changping,Moderate,2013-03-04
61.4239747585061,9.237499999999999,17.541666666666668,27.854166666666668,9.166666666666666,13.375,400.0,76.91666666666667,Dingling,Moderate,2013-03-04
76.31688244155745,10.5625,24.291666666666668,40.875,16.5118,47.671641666666666,833.3333333333334,62.291666666666664,Dongsi,Moderate,2013-03-04
63.91130471965937,9.9625,18.25,41.958333333333336,19.5625,51.333333333333336,625.0,54.5,Guanyuan,Moderate,2013-03-04
78.54814241959086,9.795833333333333,26.5,51.291666666666664,17.541666666666668,21.208333333333332,1170.6666666666667,67.25,Gucheng,Moderate,2013-03-04
67.26413969209412,7.108333333333333,20.09782608695652,45.875,22.791666666666668,35.125,497.9166666666667,55.916666666666664,Huairou,Moderate,2013-03-04
71.27328966819717,10.5625,22.875,35.083333333333336,14.666666666666666,49.541666666666664,674.9583333333334,62.458333333333336,Nongzhanguan,Moderate,2013-03-04
66.84256386228617,8.9375,19.833333333333332,32.0,13.083333333333334,43.291666666666664,791.5833333333334,55.125,Shunyi,Moderate,2013-03-04
72.06699139967365,10.5625,22.333333333333332,37.583333333333336,16.583333333333332,42.041666666666664,855.0755208333334,53.125,Tiantan,Moderate,2013-03-04
71.48913671933991,9.9625,22.875,52.375,26.645833333333332,66.83333333333333,829.0833333333334,31.75,Wanliu,Moderate,2013-03-04
70.13510347382093,9.4375,23.125,38.666666666666664,18.75,43.666666666666664,754.0416666666666,42.458333333333336,Wanshouxigong,Moderate,2013-03-04
209.03164465835698,6.291666666666667,148.875,183.79166666666666,50.5,122.08333333333333,2287.125,68.45833333333333,Aotizhongxin,Very Unhealthy,2013-03-05
178.1843035072711,6.4624999999999995,106.95833333333333,125.16666666666667,38.25,74.625,1641.3333333333333,88.75,Changping,Unhealthy,2013-03-05
175.61277222730033,6.4624999999999995,105.375,117.20833333333333,26.729166666666668,54.862581676136365,1187.375,86.5,Dingling,Unhealthy,2013-03-05
213.59675112414837,7.2124999999999995,154.25,183.16666666666666,54.4308,119.60416666666667,2399.7708333333335,83.04166666666667,Dongsi,Very Unhealthy,2013-03-05
202.8563637399254,6.291666666666667,141.16666666666666,163.70833333333334,50.5,119.10752063301283,2383.0833333333335,78.79166666666667,Guanyuan,Very Unhealthy,2013-03-05
199.94135837628986,6.75,136.70833333333334,172.54166666666666,47.0,89.23958333333333,1318.588768115942,84.375,Gucheng,Unhealthy,2013-03-05
104.82804811333921,5.683333333333334,39.73550724637681,121.33333333333333,25.645833333333332,62.375,1316.5416666666667,87.95833333333333,Huairou,Unhealthy for Sensitive Groups,2013-03-05
199.89259941999669,7.2124999999999995,131.83333333333334,173.08333333333334,55.4375,125.95833333333333,2456.1666666666665,77.58333333333333,Nongzhanguan,Unhealthy,2013-03-05
183.2207595258333,6.45,114.95833333333333,145.83333333333334,29.729166666666668,83.14583333333333,1783.125,74.54166666666667,Shunyi,Unhealthy,2013-03-05
201.50263118756268,7.2124999999999995,141.66666666666666,156.375,37.083333333333336,98.0,2393.3177083333335,94.0,Tiantan,Very Unhealthy,2013-03-05
195.50544760477567,6.291666666666667,132.91666666666666,195.875,51.270833333333336,118.58018750000001,2299.6875,48.541666666666664,Wanliu,Unhealthy,2013-03-05
207.0848546122519,7.245833333333334,148.66666666666666,171.66666666666666,44.166666666666664,100.41666666666667,2245.6041666666665,81.79166666666667,Wanshouxigong,Very Unhealthy,2013-03-05
270.0260969252566,7.183333333333334,220.0,258.125,50.5,139.30938333333333,2764.3333333333335,19.75,Aotizhongxin,Very Unhealthy,2013-03-06
251.53888319299278,7.345833333333334,201.45833333333334,234.52083333333334,42.0,105.9375,2622.7708333333335,68.20833333333333,Changping,Very Unhealthy,2013-03-06
245.0578078078078,7.345833333333334,194.95833333333334,209.29166666666666,34.5,72.92604569128788,2081.125,73.125,Dingling,Very Unhealthy,2013-03-06
257.0335282595557,8.0,206.83333333333334,231.91666666666666,54.4308,141.6875,2849.7083333333335,28.0,Dongsi,Very Unhealthy,2013-03-06
255.58708708708707,7.183333333333334,205.58333333333334,229.75,50.5,144.1390250400641,2924.875,28.416666666666668,Guanyuan,Very Unhealthy,2013-03-06
247.5049772349329,7.354166666666667,187.20833333333334,256.2916666666667,47.0,147.13541666666666,1967.5081521739132,17.5,Gucheng,Very Unhealthy,2013-03-06
214.59072652737038,5.466666666666666,161.72916666666666,185.875,30.583333333333332,78.875,1862.3333333333333,80.375,Huairou,Very Unhealthy,2013-03-06
245.71632064097818,8.0,195.33333333333334,213.75,55.5,143.16666666666666,2712.1666666666665,30.458333333333332,Nongzhanguan,Very Unhealthy,2013-03-06
221.03220159042075,6.575,168.70833333333334,186.08333333333334,37.0,95.68660416666667,2239.3333333333335,49.708333333333336,Shunyi,Very Unhealthy,2013-03-06
243.88832958353507,8.0,193.70833333333334,206.33333333333334,38.0,125.8125,2947.9921875,75.33333333333333,Tiantan,Very Unhealthy,2013-03-06
278.3596262829456,7.183333333333334,228.52083333333334,275.9375,51.5,130.41666666666666,3029.0,16.291666666666668,Wanliu,Very Unhealthy,2013-03-06
257.8746659136034,7.879166666666666,207.875,232.66666666666666,48.0,125.41666666666667,2972.5833333333335,60.041666666666664,Wanshouxigong,Very Unhealthy,2013-03-06
291.35294297899344,9.2875,241.33333333333334,300.25,49.729166666666664,132.77083333333334,2795.625,38.833333333333336,Aotizhongxin,Very Unhealthy,2013-03-07
242.81617602850483,9.2375,189.33333333333334,220.29166666666666,42.0,107.04166666666667,2533.2916666666665,41.0,Changping,Very Unhealthy,2013-03-07
193.81104633094105,9.2375,133.83333333333334,148.41666666666666,30.708333333333332,63.38189535984849,1676.9166666666667,60.333333333333336,Dingling,Unhealthy,2013-03-07
295.29428077537324,9.258333333333333,246.29166666666666,283.2083333333333,54.16285,139.25,3133.25,53.541666666666664,Dongsi,Very Unhealthy,2013-03-07
282.8018018018018,9.2875,232.66666666666666,269.25,50.395833333333336,133.79613862179488,2799.9583333333335,46.666666666666664,Guanyuan,Very Unhealthy,2013-03-07
274.1521984096233,9.729166666666666,223.375,294.75,46.25,136.70833333333334,3067.832427536232,55.625,Gucheng,Very Unhealthy,2013-03-07
229.58874483018317,7.629166666666666,176.60416666666666,214.08333333333334,30.458333333333332,93.375,2233.0416666666665,63.583333333333336,Huairou,Very Unhealthy,2013-03-07
283.1815236551336,9.258333333333333,233.625,270.4791666666667,55.5,143.47916666666666,2979.0833333333335,47.583333333333336,Nongzhanguan,Very Unhealthy,2013-03-07
274.6453181316195,8.379166666666666,223.91666666666666,261.8333333333333,37.0,108.58333333333333,2929.125,52.208333333333336,Shunyi,Very Unhealthy,2013-03-07
276.29466966966964,9.258333333333333,226.47916666666666,254.83333333333334,34.666666666666664,113.85416666666667,3009.6432291666665,55.291666666666664,Tiantan,Very Unhealthy,2013-03-07
263.033947820035,9.2875,209.72916666666666,283.5416666666667,48.854166666666664,131.6997625,2941.625,25.208333333333332,Wanliu,Very Unhealthy,2013-03-07
284.92659090663295,9.520833333333334,235.22916666666666,283.0416666666667,48.0,123.83333333333333,2977.0833333333335,38.375,Wanshouxigong,Very Unhealthy,2013-03-07
245.40127079890522,9.612499999999999,185.20833333333334,253.91666666666666,47.958333333333336,116.52083333333333,2220.75,79.33333333333333,Aotizhongxin,Very Unhealthy,2013-03-08
222.77945727603262,12.0375,164.125,214.5,41.208333333333336,86.00114166666667,1987.3541666666667,82.20833333333333,Changping,Very Unhealthy,2013-03-08
190.63266755352183,12.0375,128.625,184.625,27.070899999999998,51.6164650094697,1283.25,87.58333333333333,Dingling,Unhealthy,2013-03-08
224.53083978190136,9.6625,159.45833333333334,197.95833333333334,47.39425,121.83333333333333,2541.5416666666665,104.54166666666667,Dongsi,Very Unhealthy,2013-03-08
242.18302617235636,9.612499999999999,182.25,231.14583333333334,46.5625,116.3867890625,2254.1666666666665,106.0,Guanyuan,Very Unhealthy,2013-03-08
255.71362222729206,10.612499999999999,199.375,255.75,44.208333333333336,131.27083333333334,2479.9402173913045,106.66666666666667,Gucheng,Very Unhealthy,2013-03-08
225.0099543695434,8.816666666666666,168.29166666666666,195.125,31.041666666666668,80.76879583333333,1847.5833333333333,85.79166666666667,Huairou,Very Unhealthy,2013-03-08
245.33932269117028,9.6625,184.83333333333334,213.875,50.270833333333336,117.16341666666666,2408.3333333333335,99.33333333333333,Nongzhanguan,Very Unhealthy,2013-03-08
246.13220807741357,8.983333333333333,187.75,213.25,36.833333333333336,87.1506875,2556.25,95.66666666666667,Shunyi,Very Unhealthy,2013-03-08
215.80979567501652,9.6625,153.97916666666666,183.5,33.833333333333336,97.5,2461.3229166666665,102.45833333333333,Tiantan,Very Unhealthy,2013-03-08
248.45886370620167,9.612499999999999,189.5625,252.72916666666666,47.0,118.86415,2508.2916666666665,64.45833333333333,Wanliu,Very Unhealthy,2013-03-08
242.380050569599,10.25,182.64583333333334,229.25,45.208333333333336,108.60416666666667,2366.5833333333335,91.33333333333333,Wanshouxigong,Very Unhealthy,2013-03-08
148.14823036346607,6.983333333333333,62.041666666666664,173.95833333333334,26.75,45.0,1178.9583333333333,73.91666666666667,Aotizhongxin,Unhealthy for Sensitive Groups,2013-03-09
139.30219702742093,7.1125,58.25,159.20833333333334,21.541666666666668,32.375,937.4166666666666,102.25,Changping,Unhealthy for Sensitive Groups,2013-03-09
139.3081423980716,7.1125,59.833333333333336,151.91666666666666,11.666666666666666,21.583333333333332,662.4166666666666,100.95833333333333,Dingling,Unhealthy for Sensitive Groups,2013-03-09
143.3935749064532,7.233333333333333,58.916666666666664,164.41666666666666,28.497766666666667,58.645833333333336,1301.8125,97.08333333333333,Dongsi,Unhealthy for Sensitive Groups,2013-03-09
137.33434748283824,6.983333333333333,51.75,154.625,26.645833333333332,49.833333333333336,1024.8333333333333,96.91666666666667,Guanyuan,Unhealthy for Sensitive Groups,2013-03-09
146.00316796945918,7.625,59.333333333333336,171.25,21.041666666666668,44.125,981.25,102.125,Gucheng,Unhealthy for Sensitive Groups,2013-03-09
128.93208522081744,6.195833333333333,52.125,130.45833333333334,20.770833333333332,33.25,812.5,102.5,Huairou,Unhealthy for Sensitive Groups,2013-03-09
141.37360096585266,7.233333333333333,56.375,152.85416666666666,28.145833333333332,51.25,1366.625,93.41666666666667,Nongzhanguan,Unhealthy for Sensitive Groups,2013-03-09
173.77504395623245,6.791666666666667,81.6590909090909,219.0,32.520833333333336,64.52626811594203,1523.7391304347827,78.375,Shunyi,Unhealthy,2013-03-09
141.16589551116496,7.233333333333333,60.333333333333336,157.0625,18.458333333333332,41.625,1387.2916666666667,88.91666666666667,Tiantan,Unhealthy for Sensitive Groups,2013-03-09
148.53635974618248,6.983333333333333,66.0,178.27083333333334,23.996866666666666,46.16791666666666,1272.8333333333333,61.708333333333336,Wanliu,Unhealthy for Sensitive Groups,2013-03-09
135.0338829035555,7.375,57.25,143.54166666666666,22.125,41.708333333333336,1233.1875,83.91666666666667,Wanshouxigong,Unhealthy for Sensitive Groups,2013-03-09
94.90021561540482,5.2625,34.291666666666664,68.91666666666667,22.916666666666668,49.666666666666664,708.3333333333334,82.66666666666667,Aotizhongxin,Moderate,2013-03-10
85.03283603068537,7.291666666666667,30.25,50.125,20.083333333333332,34.291666666666664,600.0,97.29166666666667,Changping,Moderate,2013-03-10
79.98485778004552,7.291666666666667,25.791666666666668,39.0,11.25,15.5,379.1666666666667,94.0,Dingling,Moderate,2013-03-10
99.18376467418915,5.7875000000000005,36.333333333333336,66.45833333333333,19.25,53.208333333333336,924.9583333333334,95.125,Dongsi,Moderate,2013-03-10
94.95465897226751,5.2625,34.083333333333336,59.375,22.770833333333332,51.708333333333336,737.5,90.29166666666667,Guanyuan,Moderate,2013-03-10
104.22954491992557,6.425,41.583333333333336,75.54166666666667,19.375,46.875,799.9583333333334,98.625,Gucheng,Unhealthy for Sensitive Groups,2013-03-10
110.09056741836808,3.733333333333333,43.625,68.91666666666667,25.583333333333332,46.291666666666664,762.5,90.54166666666667,Huairou,Unhealthy for Sensitive Groups,2013-03-10
98.83936009522675,5.7875000000000005,35.875,50.375,20.583333333333332,55.083333333333336,758.3333333333334,94.375,Nongzhanguan,Moderate,2013-03-10
129.45447977748157,5.054166666666666,50.77840909090909,119.53030303030305,30.083333333333332,61.57789855072463,1049.0942028985507,49.083333333333336,Shunyi,Unhealthy for Sensitive Groups,2013-03-10
99.46441301525186,5.7875000000000005,38.291666666666664,66.5,20.375,44.791666666666664,822.8333333333334,89.75,Tiantan,Moderate,2013-03-10
99.41696255093552,5.2625,38.083333333333336,71.45833333333333,18.958333333333332,61.166666666666664,816.625,67.45833333333333,Wanliu,Moderate,2013-03-10
96.48336682862822,5.291666666666667,35.083333333333336,48.166666666666664,23.333333333333332,44.333333333333336,875.0,82.41666666666667,Wanshouxigong,Moderate,2013-03-10
186.98299695902435,5.5375000000000005,123.79166666666667,178.29166666666666,50.0,90.66666666666667,1670.75,75.25,Aotizhongxin,Unhealthy,2013-03-11
188.127025603053,5.3625,123.95833333333333,163.79166666666666,39.0,84.79166666666667,1716.4166666666667,88.58333333333333,Changping,Unhealthy,2013-03-11
184.89994446501296,5.3625,117.70833333333333,150.16666666666666,29.125,61.727647017045456,1270.625,90.66666666666667,Dingling,Unhealthy,2013-03-11
177.59782440062122,7.183333333333334,111.625,149.79166666666666,52.198100000000004,83.125,1295.5625,86.66666666666667,Dongsi,Unhealthy,2013-03-11
185.46218083204383,5.5375000000000005,119.33333333333333,162.95833333333334,50.5,91.83333333333333,1699.75,85.16666666666667,Guanyuan,Unhealthy,2013-03-11
199.3722394681299,5.783333333333334,138.0,197.125,43.833333333333336,106.16666666666667,2203.75,91.54166666666667,Gucheng,Unhealthy,2013-03-11
187.32001205631343,4.879166666666666,119.54166666666667,141.875,25.5,67.91666666666667,1289.4583333333333,70.95833333333333,Huairou,Unhealthy,2013-03-11
180.86880057085537,7.183333333333334,113.04166666666667,134.04166666666666,54.354166666666664,87.0,1337.3333333333333,87.04166666666667,Nongzhanguan,Unhealthy,2013-03-11
187.17825148647069,6.483333333333333,124.91666666666667,157.125,37.0,74.45833333333333,1603.875,64.91666666666667,Shunyi,Unhealthy,2013-03-11
186.45518516408927,7.183333333333334,122.04166666666667,143.83333333333334,37.833333333333336,73.33333333333333,1449.875,88.08333333333333,Tiantan,Unhealthy,2013-03-11
199.69110285206173,5.5375000000000005,139.95833333333334,197.91666666666666,45.979166666666664,89.91666666666667,2301.8541666666665,56.416666666666664,Wanliu,Unhealthy,2013-03-11
186.18100687621236,5.75,120.20833333333333,144.375,48.0,74.375,1624.7916666666667,74.54166666666667,Wanshouxigong,Unhealthy,2013-03-11
185.49494720188943,4.6000000000000005,122.79166666666667,117.16666666666667,25.375,72.875,1635.2916666666667,36.583333333333336,Aotizhongxin,Unhealthy,2013-03-12
194.96531833241497,5.1875,137.83333333333334,143.54166666666666,34.541666666666664,80.91666666666667,1814.3333333333333,35.875,Changping,Unhealthy,2013-03-12
192.52943327943328,5.1875,137.79166666666666,136.79166666666666,21.25,67.98261434659092,1545.5,43.041666666666664,Dingling,Unhealthy,2013-03-12
188.0259748684406,5.104166666666667,126.75,125.83333333333333,28.327566666666666,88.875,1408.0833333333333,45.75,Dongsi,Unhealthy,2013-03-12
183.20917308246075,4.6000000000000005,117.70833333333333,114.375,33.875,86.75,1858.2083333333333,39.5,Guanyuan,Unhealthy,2013-03-12
193.77666233145683,5.183333333333333,137.08333333333334,139.91666666666666,25.708333333333332,101.75,2053.9166666666665,39.666666666666664,Gucheng,Unhealthy,2013-03-12
172.6162774294271,4.9375,106.54166666666667,104.66666666666667,23.666666666666668,81.08333333333333,1208.1666666666667,41.875,Huairou,Unhealthy,2013-03-12
188.98088393978807,5.104166666666667,127.83333333333333,120.125,35.791666666666664,90.79166666666667,1999.7083333333333,50.166666666666664,Nongzhanguan,Unhealthy,2013-03-12
182.30211744937773,4.733333333333333,115.875,113.70833333333333,20.458333333333332,65.0,1533.2916666666667,43.666666666666664,Shunyi,Unhealthy,2013-03-12
187.89629434492448,5.104166666666667,126.95833333333333,120.25,22.625,69.29166666666667,2028.7916666666667,47.416666666666664,Tiantan,Unhealthy,2013-03-12
193.40652797159646,4.6000000000000005,134.375,148.45833333333334,23.895833333333332,84.70833333333333,2178.9375,21.0,Wanliu,Unhealthy,2013-03-12
186.2873935579415,5.1625000000000005,123.70833333333333,100.58333333333333,27.625,72.91666666666667,1820.5833333333333,33.416666666666664,Wanshouxigong,Unhealthy,2013-03-12
58.72820179022597,4.929166666666666,16.041666666666668,19.333333333333332,16.25,36.083333333333336,504.1666666666667,71.875,Aotizhongxin,Moderate,2013-03-13
56.296643050067274,4.741666666666666,13.25,17.666666666666668,12.916666666666666,25.0,437.5,85.08333333333333,Changping,Moderate,2013-03-13
50.34383233864636,4.741666666666666,10.958333333333334,15.416666666666666,5.041666666666667,9.25,258.3333333333333,85.70833333333333,Dingling,Moderate,2013-03-13
64.03775449134082,4.3625,18.458333333333332,23.875,12.166666666666666,36.0,483.3333333333333,79.5,Dongsi,Moderate,2013-03-13
55.77338402125607,4.929166666666666,14.666666666666666,19.5,15.125,43.166666666666664,550.0,74.45833333333333,Guanyuan,Moderate,2013-03-13
83.94982996754852,4.845833333333333,28.583333333333332,35.75,10.875,46.458333333333336,741.6666666666666,64.625,Gucheng,Moderate,2013-03-13
51.4424860519681,2.4458333333333333,10.583333333333334,16.458333333333332,15.083333333333334,19.25,312.5,85.45833333333333,Huairou,Moderate,2013-03-13
64.67843557485499,4.3625,19.375,16.333333333333332,13.708333333333334,38.666666666666664,508.3333333333333,78.20833333333333,Nongzhanguan,Moderate,2013-03-13
55.035925026570936,3.525,14.166666666666666,18.458333333333332,11.875,24.458333333333332,408.3333333333333,76.625,Shunyi,Moderate,2013-03-13
60.70090384631258,4.3625,16.916666666666668,22.666666666666668,12.666666666666666,32.041666666666664,604.1666666666666,74.0,Tiantan,Moderate,2013-03-13
68.75873860872345,4.929166666666666,21.708333333333332,30.875,18.541666666666668,70.25,645.7916666666666,47.458333333333336,Wanliu,Moderate,2013-03-13
70.73541205100487,5.004166666666666,21.708333333333332,19.0,14.666666666666666,34.125,627.0833333333334,62.666666666666664,Wanshouxigong,Moderate,2013-03-13
171.18972096517356,3.8166666666666664,95.16666666666667,107.29166666666667,34.791666666666664,70.375,1337.2916666666667,68.91666666666667,Aotizhongxin,Unhealthy,2013-03-14
179.93407537725014,3.4875000000000003,109.0,120.83333333333333,36.708333333333336,74.625,1491.4166666666667,81.125,Changping,Unhealthy,2013-03-14
174.3043684613176,3.4875000000000003,107.83333333333333,107.0,27.791666666666668,63.95088233901515,1253.9166666666667,81.29166666666667,Dingling,Unhealthy,2013-03-14
172.93316340576612,3.9625,97.5,105.33333333333333,38.65578333333333,71.75,1437.2916666666667,78.875,Dongsi,Unhealthy,2013-03-14
168.70599923040206,3.8166666666666664,93.58333333333333,104.25,42.791666666666664,73.0,1481.25,76.08333333333333,Guanyuan,Unhealthy,2013-03-14
174.95555365215307,3.983333333333333,100.58333333333333,115.41666666666667,32.958333333333336,80.33333333333333,1608.0833333333333,80.04166666666667,Gucheng,Unhealthy,2013-03-14
180.06565753419886,1.9958333333333333,108.0,120.79166666666667,22.666666666666668,74.625,1470.5833333333333,79.25,Huairou,Unhealthy,2013-03-14
167.4291932970084,3.9625,87.45833333333333,96.08333333333333,43.270833333333336,75.375,1397.8333333333333,86.5,Nongzhanguan,Unhealthy,2013-03-14
167.60811300972725,3.5083333333333333,90.125,100.29166666666667,23.375,68.79166666666667,1270.7916666666667,74.125,Shunyi,Unhealthy,2013-03-14
165.4979176705445,3.9625,83.875,98.41666666666667,31.375,61.916666666666664,1374.7083333333333,78.45833333333333,Tiantan,Unhealthy,2013-03-14
175.9929614856131,3.8166666666666664,104.375,120.45833333333333,37.3125,92.41666666666667,1454.0416666666667,61.041666666666664,Wanliu,Unhealthy,2013-03-14
166.58242119885955,4.295833333333333,85.58333333333333,85.54166666666667,37.833333333333336,64.41666666666667,1583.2083333333333,66.91666666666667,Wanshouxigong,Unhealthy,2013-03-14
246.8629148469902,6.3999999999999995,195.91666666666666,242.54166666666666,47.125,99.41666666666667,2108.1666666666665,44.208333333333336,Aotizhongxin,Very Unhealthy,2013-03-15
228.61269963324756,5.666666666666667,175.25,197.20833333333334,41.916666666666664,85.95833333333333,1866.4166666666667,58.291666666666664,Changping,Very Unhealthy,2013-03-15
237.62734916159573,5.666666666666667,187.5,189.875,32.375,73.3918300189394,1577.0,62.666666666666664,Dingling,Very Unhealthy,2013-03-15
261.91593167137086,5.866666666666667,212.25,229.5,54.04361666666666,114.95833333333333,2299.4166666666665,60.708333333333336,Dongsi,Very Unhealthy,2013-03-15
238.64521910069857,6.3999999999999995,177.54166666666666,226.41666666666666,50.5,110.30630088141027,2262.2916666666665,63.083333333333336,Guanyuan,Very Unhealthy,2013-03-15
249.3195848707533,5.979166666666667,198.66666666666666,237.16666666666666,46.666666666666664,120.72916666666667,2620.677536231884,61.291666666666664,Gucheng,Very Unhealthy,2013-03-15
235.77957475388982,4.204166666666667,184.6875,206.54166666666666,23.666666666666668,81.70833333333333,1949.8125,45.375,Huairou,Very Unhealthy,2013-03-15
259.4440703867721,5.866666666666667,208.70833333333334,225.125,53.479166666666664,113.33333333333333,2393.375,60.333333333333336,Nongzhanguan,Very Unhealthy,2013-03-15
250.06768069439303,5.670833333333333,197.70833333333334,220.91666666666666,28.458333333333332,97.33333333333333,2016.4583333333333,39.458333333333336,Shunyi,Very Unhealthy,2013-03-15
242.68090193603894,5.866666666666667,188.25,213.875,31.958333333333332,87.83333333333333,2249.625,62.75,Tiantan,Very Unhealthy,2013-03-15
256.2412203620187,6.3999999999999995,206.27083333333334,244.9375,49.6875,132.79394583333334,2345.4583333333335,37.791666666666664,Wanliu,Very Unhealthy,2013-03-15
229.17013070385926,6.0625,170.83333333333334,208.58333333333334,47.0,94.33333333333333,2391.375,43.708333333333336,Wanshouxigong,Very Unhealthy,2013-03-15
